1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
1062,1062
1062,1062
1062,1062
1062,1062
1062,1062
1062,1062
1062,1062
1062,1062
1919,1919
1919,1919
1919,1919
1919,1919
1919,1919
1919,1919
1919,1919
1919,1919
193,193
193,193
193,193
193,193
193,193
193,193
193,193
193,193
797,797
797,797
797,797
797,797
797,797
797,797
797,797
797,797
2786,2786
2786,2786
2786,2786
2786,2786
2786,2786
2786,2786
2786,2786
2786,2786
3260,3260
3260,3260
3260,3260
3260,3260
3260,3260
3260,3260
3260,3260
3260,3260
569,569
569,569
569,569
569,569
569,569
569,569
569,569
569,569
1746,1746
1746,1746
1746,1746
1746,1746
1746,1746
1746,1746
1746,1746
1746,1746
296,296
296,296
296,296
296,296
2447,2447
2447,2447
2447,2447
2447,2447
1339,1339
1339,1339
1339,1339
1339,1339
1476,1476
1476,1476
1476,1476
1476,1476
3046,3046
3046,3046
3046,3046
3046,3046
56,56
56,56
56,56
56,56
2240,2240
2240,2240
2240,2240
2240,2240
1333,1333
1333,1333
1333,1333
1333,1333
1426,1426
1426,1426
1426,1426
1426,1426
2094,2094
2094,2094
2094,2094
2094,2094
535,535
535,535
535,535
535,535
2882,2882
2882,2882
2882,2882
2882,2882
2393,2393
2393,2393
2393,2393
2393,2393
2879,2879
2879,2879
2879,2879
2879,2879
1974,1974
1974,1974
1974,1974
1974,1974
821,821
821,821
821,821
821,821
289,289
289,289
331,331
331,331
3253,3253
3253,3253
1756,1756
1756,1756
1197,1197
1197,1197
2304,2304
2304,2304
2277,2277
2277,2277
2055,2055
2055,2055
650,650
650,650
1977,1977
1977,1977
2513,2513
2513,2513
632,632
632,632
2865,2865
2865,2865
33,33
33,33
1320,1320
1320,1320
1915,1915
1915,1915
2319,2319
2319,2319
1435,1435
1435,1435
807,807
807,807
452,452
452,452
1438,1438
1438,1438
2868,2868
2868,2868
1534,1534
1534,1534
2402,2402
2402,2402
2647,2647
2647,2647
2617,2617
2617,2617
1481,1481
1481,1481
648,648
648,648
2474,2474
2474,2474
3110,3110
3110,3110
1227,1227
1227,1227
910,910
910,910
17,17
2761,2761
583,583
2649,2649
1637,1637
723,723
2288,2288
1100,1100
1409,1409
2662,2662
3281,3281
233,233
756,756
2156,2156
3015,3015
3050,3050
1703,1703
1651,1651
2789,2789
1789,1789
1847,1847
952,952
1461,1461
2687,2687
939,939
2308,2308
2437,2437
2388,2388
733,733
2337,2337
268,268
641,641
1584,1584
2298,2298
2037,2037
3220,3220
375,375
2549,2549
2090,2090
1645,1645
1063,1063
319,319
2773,2773
757,757
2099,2099
561,561
2466,2466
2594,2594
2804,2804
1092,1092
403,403
1026,1026
1143,1143
2150,2150
2775,2775
886,886
1722,1722
1212,1212
1874,1874
1029,1029
2110,2110
2935,2935
885,885
2154,2154
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
1729,1729
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
3289,3289
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
2580,2580
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
848,848
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
1897,1897
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
630,630
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
2642,2642
1746,1746
1746,1746
1746,1746
1746,1746
1746,1746
1746,1746
1746,1746
1746,1746
569,569
569,569
569,569
569,569
569,569
